Electrode_1,Electrode_2,Electrode_3,label
-3.07E+01,-3.07E+01,2.75E+01,-1
-4.57E+01,-4.57E+01,2.81E+01,0
-1.07E+01,-1.07E+01,-8.74E-01,0
-2.00E+01,-2.00E+01,7.25E+01,1
1.19E+01,1.19E+01,9.20E+00,0
-5.24E+00,-5.24E+00,-1.49E+01,0
3.05E+00,3.05E+00,2.19E+00,1
-1.36E+02,-1.36E+02,1.79E+02,-1
-3.36E+01,-3.36E+01,5.61E-02,0
9.69E+01,9.69E+01,-2.49E+02,1
7.57E+01,7.57E+01,-1.94E+02,1
-1.10E+02,-1.10E+02,2.09E+02,1
-1.02E+02,-1.02E+02,1.63E+02,-1
-6.50E+01,-6.50E+01,-1.28E+01,1
5.51E+01,5.51E+01,-2.14E+02,1
1.43E+01,1.43E+01,-1.25E+01,0
5.20E+01,5.20E+01,-8.73E+00,0
-4.66E+01,-4.66E+01,4.60E+01,1
-7.01E+00,-7.01E+00,-1.11E+01,0
-2.56E+02,-2.56E+02,3.98E+02,-1
-3.48E+01,-3.48E+01,3.26E+01,0
6.44E+01,6.44E+01,-6.63E+01,-1
-2.77E+02,-2.77E+02,6.65E+02,-1
5.22E+01,5.22E+01,5.55E+01,1
2.14E+01,2.14E+01,2.53E+00,0
-8.23E+00,-8.23E+00,-4.64E-01,0
2.32E+01,2.32E+01,4.85E+01,1
-5.23E+01,-5.23E+01,-1.16E+01,1
-7.66E+01,-7.66E+01,3.30E+00,1
-5.26E+01,-5.26E+01,2.27E+01,1
-1.65E-01,-1.65E-01,3.17E+00,1
5.65E+01,5.65E+01,-7.40E+00,1
-4.10E+01,-4.10E+01,4.57E+00,0
-2.30E+02,-2.30E+02,4.71E+02,-1
1.47E+01,1.47E+01,-1.76E+01,0
-3.06E+01,-3.06E+01,1.88E+01,1
-1.85E+01,-1.85E+01,-1.45E+01,1
-2.48E+02,-2.48E+02,6.25E+02,-1
-1.16E+02,-1.16E+02,1.80E+02,1
-1.69E+02,-1.69E+02,3.23E+02,-1
-3.20E+01,-3.20E+01,3.11E+01,1
-1.64E+02,-1.64E+02,2.05E+02,-1
-1.50E+02,-1.50E+02,2.43E+02,-1
4.68E+00,4.68E+00,1.35E+01,0
2.03E+01,2.03E+01,1.57E+00,-1
2.63E+01,2.63E+01,1.76E+01,0
-2.97E+02,-2.97E+02,5.53E+02,-1
-1.38E+01,-1.38E+01,-6.95E+00,0
-9.37E+01,-9.37E+01,3.06E+02,-1
2.81E+01,2.81E+01,8.89E+00,1
5.59E+01,5.59E+01,1.30E+01,1
-9.33E+01,-9.33E+01,1.61E+02,1
7.15E+00,7.15E+00,9.26E+00,0
1.18E+01,1.18E+01,1.84E+01,0
-4.13E+01,-4.13E+01,-3.27E+00,0
-2.91E+01,-2.91E+01,6.69E+01,-1
-1.05E+02,-1.05E+02,2.10E+02,-1
-2.72E+01,-2.72E+01,-1.96E+00,1
-7.08E+01,-7.08E+01,-5.80E+00,1
4.13E+01,4.13E+01,5.16E+01,1
5.81E+01,5.81E+01,-2.07E+01,0
-7.12E+00,-7.12E+00,1.34E+01,0
-1.14E+02,-1.14E+02,1.09E+02,-1
-1.96E+02,-1.96E+02,4.21E+02,1
-5.02E+01,-5.02E+01,-2.07E+01,1
1.04E+01,1.04E+01,3.37E+01,1
-2.08E+02,-2.08E+02,3.10E+01,1
-2.24E+01,-2.24E+01,1.44E+02,-1
-1.61E+02,-1.61E+02,3.36E+02,-1
-2.19E+02,-2.19E+02,4.60E+02,-1
-9.57E+00,-9.57E+00,-7.04E-01,0
1.89E+01,1.89E+01,-1.16E+01,1
-3.49E+01,-3.49E+01,-1.43E+01,1
4.04E+01,4.04E+01,-3.17E+01,0
-4.57E+01,-4.57E+01,-7.71E+00,0
4.41E+01,4.41E+01,2.87E+00,0
-1.17E+02,-1.17E+02,2.60E+02,-1
-5.35E+01,-5.35E+01,1.85E+02,-1
-2.46E+01,-2.46E+01,1.40E+02,1
-1.71E+01,-1.71E+01,-4.11E+00,0
2.86E+01,2.86E+01,2.73E+00,1
2.65E+00,2.65E+00,-1.23E+01,0
1.90E+01,1.90E+01,-2.00E+00,-1
-2.38E+02,-2.38E+02,6.09E+02,1
-9.94E+01,-9.94E+01,1.47E+02,-1
-9.45E+01,-9.45E+01,1.78E+02,1
-4.66E+01,-4.66E+01,-1.19E+01,1
2.64E+01,2.64E+01,-1.67E+00,0
-1.21E+02,-1.21E+02,2.22E+02,-1
8.33E+00,8.33E+00,-6.98E+00,1
-2.27E+01,-2.27E+01,5.24E+01,1
3.37E+01,3.37E+01,-2.25E+01,0
5.19E+01,5.19E+01,-2.10E+01,0
-1.74E+01,-1.74E+01,-1.24E+01,0
-1.19E+01,-1.19E+01,-5.72E+01,0
1.37E+00,1.37E+00,-1.65E+01,0
-1.48E+01,-1.48E+01,-5.69E+00,0
-5.78E+01,-5.78E+01,2.27E+02,-1
-7.43E+01,-7.43E+01,-2.05E+01,1
-2.70E+01,-2.70E+01,5.79E+01,0
-9.58E+01,-9.58E+01,1.60E+02,-1
-5.05E+01,-5.05E+01,1.06E+02,-1
4.05E+01,4.05E+01,-2.24E+01,-1
2.44E+01,2.44E+01,-1.06E+01,0
-4.49E+02,-4.49E+02,7.95E+02,-1
1.94E+01,1.94E+01,-1.52E+01,0
7.61E+00,7.61E+00,7.18E-01,0
-1.81E+02,-1.81E+02,4.02E+02,-1
-2.37E+02,-2.37E+02,3.49E+02,-1
2.62E+01,2.62E+01,1.85E+01,0
-1.25E+00,-1.25E+00,3.68E+00,1
6.93E+01,6.93E+01,-3.85E+01,1
-3.30E+01,-3.30E+01,7.54E+01,-1
-3.16E+02,-3.16E+02,7.10E+02,1
-2.83E+02,-2.83E+02,5.22E+02,-1
-2.27E+01,-2.27E+01,-1.54E+00,1
3.66E+01,3.66E+01,-2.54E+01,0
-2.82E+01,-2.82E+01,5.76E+01,1
-1.49E+01,-1.49E+01,2.70E+00,0
-1.31E+02,-1.31E+02,1.61E+02,-1
-1.64E+01,-1.64E+01,-1.27E+00,0
-1.01E+02,-1.01E+02,6.44E+00,1
-2.91E+01,-2.91E+01,6.06E+00,0
-6.57E+00,-6.57E+00,1.58E+01,1
-3.66E+01,-3.66E+01,-1.27E+01,1
-1.43E+02,-1.43E+02,2.15E+02,-1
1.37E+01,1.37E+01,-1.27E+00,0
5.89E+01,5.89E+01,-2.51E+01,0
-6.45E+01,-6.45E+01,1.24E+02,1
-8.89E+01,-8.89E+01,1.41E+01,0
-1.44E+01,-1.44E+01,-9.03E+00,0
3.62E+01,3.62E+01,4.32E+00,0
-2.25E+02,-2.25E+02,5.56E+02,-1
-4.44E+01,-4.44E+01,2.50E+01,1
-8.94E+01,-8.94E+01,5.38E+02,-1
-2.60E+02,-2.60E+02,7.10E+02,-1
-7.15E+01,-7.15E+01,1.02E+02,1
-1.49E+02,-1.49E+02,3.97E+02,-1
-7.74E+00,-7.74E+00,5.48E+00,0
-1.22E+02,-1.22E+02,3.30E+02,-1
-2.44E+01,-2.44E+01,1.30E+01,0
-2.92E+02,-2.92E+02,7.09E+02,-1
-1.26E+02,-1.26E+02,1.25E+02,-1
2.13E+01,2.13E+01,-1.10E+01,0
-1.38E+01,-1.38E+01,-1.50E+01,1
-2.53E+02,-2.53E+02,7.61E+02,-1
-3.28E+01,-3.28E+01,1.76E+01,1
7.60E+00,7.60E+00,3.51E+00,0
1.93E+01,1.93E+01,3.10E+01,1
-1.31E+02,-1.31E+02,5.43E+02,-1
-1.34E+02,-1.34E+02,1.31E+02,-1
7.52E+01,7.52E+01,-2.14E+02,1
-1.29E+01,-1.29E+01,1.05E+01,1
-2.44E+02,-2.44E+02,6.01E+02,1
-9.42E+00,-9.42E+00,3.43E+01,1
-3.05E+01,-3.05E+01,9.48E+01,1
-3.17E+02,-3.17E+02,8.64E+02,-1
-1.80E+02,-1.80E+02,3.49E+02,-1
-2.63E+02,-2.63E+02,5.99E+02,-1
-2.21E+02,-2.21E+02,3.06E+02,-1
-2.40E+02,-2.40E+02,5.84E+02,-1
-5.35E+01,-5.35E+01,1.21E+02,-1
9.83E+01,9.83E+01,-2.30E+02,-1
3.30E+01,3.30E+01,-2.37E+01,0
-2.29E+02,-2.29E+02,4.96E+02,-1
-1.75E+01,-1.75E+01,1.53E+02,-1
2.24E+01,2.24E+01,-1.94E+01,0
-3.75E+01,-3.75E+01,2.56E+02,-1
-8.97E+01,-8.97E+01,2.87E+01,1
6.56E+00,6.56E+00,1.85E+00,0
-2.44E+02,-2.44E+02,4.31E+02,-1
1.41E+01,1.41E+01,2.26E+01,1
8.52E+00,8.52E+00,6.03E+00,1
9.57E+01,9.57E+01,-2.97E+01,0
-1.68E+02,-1.68E+02,3.39E+02,1
1.96E+01,1.96E+01,-8.51E+00,-1
-1.52E+01,-1.52E+01,1.42E+01,0
-1.13E+01,-1.13E+01,-2.62E+00,-1
-1.04E+01,-1.04E+01,8.84E+00,0
-6.61E+00,-6.61E+00,-1.53E+01,0
-7.21E+01,-7.21E+01,1.86E+02,1
-1.65E+02,-1.65E+02,2.50E+02,-1
1.96E+01,1.96E+01,-2.17E+01,0
3.23E+01,3.23E+01,-8.95E+01,-1
3.68E+01,3.68E+01,-1.92E+00,0
-1.58E+02,-1.58E+02,2.12E+02,-1
-2.38E+02,-2.38E+02,3.40E+02,-1
-1.61E+02,-1.61E+02,3.06E+02,-1
-5.02E+01,-5.02E+01,1.82E+01,0
2.40E+01,2.40E+01,-8.75E+01,-1
-4.08E+00,-4.08E+00,6.12E+00,0
-5.36E+01,-5.36E+01,1.88E+01,1
1.19E+01,1.19E+01,-5.62E+01,-1
-2.98E+02,-2.98E+02,6.72E+02,-1
-3.61E+01,-3.61E+01,2.45E+01,0
1.60E+01,1.60E+01,-1.05E+01,0
-3.05E+02,-3.05E+02,1.75E+02,-1
9.70E+00,9.70E+00,-1.83E+01,0
-1.00E+02,-1.00E+02,1.76E+02,1
1.05E+01,1.05E+01,-1.56E+01,0
-1.32E+02,-1.32E+02,2.85E+02,-1
-3.63E+00,-3.63E+00,-1.59E+01,1
-2.74E+01,-2.74E+01,7.61E+01,-1
-1.45E+02,-1.45E+02,2.42E+02,1
2.67E+01,2.67E+01,-1.63E+02,-1
-2.85E+02,-2.85E+02,6.36E+02,-1
3.65E+01,3.65E+01,-6.89E+01,1
-9.71E+00,-9.71E+00,1.27E+01,1
-5.16E+01,-5.16E+01,1.28E+02,-1
-1.38E+02,-1.38E+02,-9.68E+00,0
-2.21E+02,-2.21E+02,4.61E+02,1
-6.15E+01,-6.15E+01,2.09E+02,-1
-1.61E+02,-1.61E+02,3.62E+02,-1
-2.67E+01,-2.67E+01,7.46E+00,1
-1.05E+02,-1.05E+02,2.48E+02,-1
-3.35E+01,-3.35E+01,1.18E+02,-1
-3.16E+02,-3.16E+02,5.70E+02,1
2.60E+01,2.60E+01,-2.81E+01,0
-2.64E+01,-2.64E+01,-3.05E+00,1
-3.14E+01,-3.14E+01,3.33E+01,0
-7.40E-01,-7.40E-01,9.44E+01,1
-3.42E+01,-3.42E+01,7.04E+00,0
-6.06E+01,-6.06E+01,1.29E+02,-1
-4.34E+01,-4.34E+01,6.68E+01,1
-3.73E+01,-3.73E+01,-1.20E+01,1
-2.91E+01,-2.91E+01,4.09E+01,1
3.44E+01,3.44E+01,-9.95E+01,-1
-8.44E+00,-8.44E+00,2.88E+01,1
5.21E+00,5.21E+00,1.11E+01,1
1.72E+01,1.72E+01,-1.18E+02,-1
3.54E+01,3.54E+01,1.44E+00,0
6.73E+01,6.73E+01,-6.27E+00,0
-2.50E+02,-2.50E+02,8.06E+02,-1
-2.91E+01,-2.91E+01,-2.62E+01,1
6.04E+01,6.04E+01,-1.76E+02,-1
3.08E+01,3.08E+01,-7.60E+01,-1
-3.94E+01,-3.94E+01,7.43E+01,-1
-1.50E+01,-1.50E+01,-3.19E+00,0
-7.24E+01,-7.24E+01,5.60E+01,1
-7.15E+00,-7.15E+00,3.10E+01,1
-3.24E+02,-3.24E+02,7.29E+02,-1
-1.38E+02,-1.38E+02,2.61E+02,-1
-1.50E+01,-1.50E+01,6.10E+01,-1
-1.74E+01,-1.74E+01,9.11E+00,0
-2.96E+02,-2.96E+02,4.96E+02,-1
-1.08E+01,-1.08E+01,-7.90E+00,0
-3.81E+02,-3.81E+02,8.09E+02,-1
-3.51E+02,-3.51E+02,8.34E+02,-1
-7.70E+01,-7.70E+01,1.11E+02,-1
-6.35E+01,-6.35E+01,5.73E+00,1
-8.97E+01,-8.97E+01,2.30E+02,-1
3.92E+01,3.92E+01,-7.10E+00,0
-6.38E+01,-6.38E+01,1.97E+02,-1
1.58E+02,1.58E+02,-1.87E+02,-1
-1.25E+02,-1.25E+02,4.54E+02,-1
-1.87E+02,-1.87E+02,3.92E+02,1
-2.46E+01,-2.46E+01,5.26E+01,1
-2.17E+01,-2.17E+01,-1.52E+01,0
3.84E+01,3.84E+01,3.38E+01,0
-1.69E+01,-1.69E+01,-2.35E+01,0
-4.76E+01,-4.76E+01,1.26E+01,1
-3.46E+01,-3.46E+01,1.89E+01,0
6.18E+01,6.18E+01,4.03E+01,1
-8.84E+01,-8.84E+01,2.25E+02,-1
-2.09E+02,-2.09E+02,4.92E+02,-1
1.88E+01,1.88E+01,-1.19E+01,0
8.50E+00,8.50E+00,1.09E+01,1
-3.12E+01,-3.12E+01,-1.03E+01,1
-1.46E+02,-1.46E+02,1.26E+02,-1
-2.46E+02,-2.46E+02,4.53E+02,-1
1.52E+01,1.52E+01,-1.90E+01,0
-1.03E+00,-1.03E+00,-6.47E+01,0
-1.34E+02,-1.34E+02,3.06E+02,-1
9.07E-02,9.07E-02,5.44E+00,1
-2.69E+02,-2.69E+02,4.24E+02,-1
2.13E+01,2.13E+01,3.10E+00,0
5.90E+01,5.90E+01,-9.15E+00,0
-1.87E+02,-1.87E+02,3.69E+02,-1
1.18E+01,1.18E+01,-8.74E+00,0
-1.91E+01,-1.91E+01,7.74E+01,-1
-1.81E+01,-1.81E+01,-1.07E+01,1
-1.07E+02,-1.07E+02,3.27E+02,-1
5.48E+01,5.48E+01,-5.69E+01,0
-1.67E+02,-1.67E+02,2.77E+02,-1
-1.58E+01,-1.58E+01,1.25E+01,0
-6.21E+01,-6.21E+01,-2.48E+01,1
1.44E+01,1.44E+01,-1.61E+01,0
2.93E+01,2.93E+01,2.50E+00,0
1.09E+01,1.09E+01,2.67E+01,-1
-1.33E+02,-1.33E+02,2.75E+02,-1
-9.31E+01,-9.31E+01,-1.47E+01,1
-7.11E+01,-7.11E+01,3.22E+01,0
-9.36E+01,-9.36E+01,2.82E+01,1
1.26E+01,1.26E+01,7.77E+00,1
-1.83E+02,-1.83E+02,3.19E+02,-1
2.13E+01,2.13E+01,-1.55E+02,1
1.18E+00,1.18E+00,9.84E+00,1
2.17E+01,2.17E+01,-3.41E+00,0
3.52E+01,3.52E+01,-2.26E-01,1
-2.09E+02,-2.09E+02,4.77E+02,-1
-5.31E+00,-5.31E+00,-4.59E+01,-1
7.76E+01,7.76E+01,-6.65E+00,0
-2.61E+02,-2.61E+02,8.08E+02,-1
-7.57E+00,-7.57E+00,4.91E+01,-1
-8.11E+00,-8.11E+00,-2.41E+01,0
-5.42E+01,-5.42E+01,-3.34E+00,1
1.42E+01,1.42E+01,-4.94E-01,0
1.94E+02,1.94E+02,-5.80E+01,-1
-1.73E+02,-1.73E+02,3.03E+02,-1
-3.81E+01,-3.81E+01,1.28E+01,0
-1.16E+02,-1.16E+02,2.14E+02,-1
-4.79E+01,-4.79E+01,8.48E+01,-1
2.01E+01,2.01E+01,1.96E+01,0
-7.25E+01,-7.25E+01,2.10E+01,1
-2.29E+02,-2.29E+02,4.51E+02,1
2.67E+01,2.67E+01,2.66E+00,0
-2.79E+01,-2.79E+01,2.63E+01,1
-8.01E+01,-8.01E+01,2.08E+02,-1
-3.48E+01,-3.48E+01,1.36E+02,1
-9.79E+00,-9.79E+00,1.05E+02,1
-2.82E+02,-2.82E+02,5.80E+02,-1
-1.64E+02,-1.64E+02,2.41E+02,-1
-6.61E+01,-6.61E+01,1.62E+02,1
1.26E+01,1.26E+01,-1.06E+02,-1
3.03E-01,3.03E-01,-5.78E+00,0
7.05E+00,7.05E+00,-1.46E+01,0
-3.65E+01,-3.65E+01,8.88E+01,1
-7.34E+00,-7.34E+00,-4.58E+00,0
2.34E+00,2.34E+00,-2.85E+01,0
4.03E+00,4.03E+00,-3.15E+01,0
-1.91E+01,-1.91E+01,6.31E+00,1
1.02E+02,1.02E+02,-1.95E+02,1
-2.07E+01,-2.07E+01,-5.64E+00,1
3.64E+01,3.64E+01,-1.44E+01,0
1.10E+01,1.10E+01,2.48E+01,1
-1.96E+02,-1.96E+02,3.57E+02,-1
7.84E+01,7.84E+01,6.20E+01,1
7.05E+01,7.05E+01,-2.12E+01,0
-1.05E+01,-1.05E+01,1.82E+01,1
5.62E+01,5.62E+01,-1.07E+01,0
-1.74E+02,-1.74E+02,4.27E+02,-1
3.80E+01,3.80E+01,-2.37E+01,0
-2.59E+02,-2.59E+02,6.05E+02,1
-3.37E+01,-3.37E+01,2.42E+01,0
-2.35E+01,-2.35E+01,-3.13E+01,1
-8.46E+01,-8.46E+01,3.08E+02,1
-2.69E+02,-2.69E+02,5.27E+02,-1
4.85E+01,4.85E+01,1.07E+00,1
-7.61E+01,-7.61E+01,6.77E+01,1
5.36E+01,5.36E+01,-3.54E+01,-1
-2.20E+02,-2.20E+02,4.29E+02,-1
-1.32E+02,-1.32E+02,1.87E+02,-1
-9.26E+01,-9.26E+01,1.40E+02,-1
-1.23E+01,-1.23E+01,-5.67E+00,0
1.43E+01,1.43E+01,-9.73E+00,0
9.47E+00,9.47E+00,-2.30E+00,0
-1.65E+02,-1.65E+02,3.48E+02,-1
-1.33E+02,-1.33E+02,3.73E+02,-1
-1.17E+01,-1.17E+01,-3.07E+01,1
3.25E+00,3.25E+00,-3.29E+00,-1
9.15E+00,9.15E+00,1.46E+01,0
-1.89E+01,-1.89E+01,1.71E+01,0
5.02E+01,5.02E+01,-9.28E+00,0
2.32E+01,2.32E+01,1.66E+01,1
-3.40E-01,-3.40E-01,-2.41E+01,1
-9.35E+01,-9.35E+01,-1.20E+01,1
-2.99E+01,-2.99E+01,1.24E+01,0
5.95E+01,5.95E+01,-2.90E+01,0
-6.14E+01,-6.14E+01,1.55E+02,-1
1.38E+01,1.38E+01,3.83E+01,0
-1.31E+02,-1.31E+02,-8.97E-01,1
-1.05E+02,-1.05E+02,1.78E+02,1
-1.28E+01,-1.28E+01,8.32E+00,1
-1.58E+02,-1.58E+02,-5.19E+01,0
-3.20E+02,-3.20E+02,8.24E+02,-1
-1.84E+02,-1.84E+02,7.02E+02,-1
-9.93E+01,-9.93E+01,2.64E+02,-1
-1.28E+02,-1.28E+02,4.33E+02,-1
-5.75E+01,-5.75E+01,2.73E+02,1
4.69E+01,4.69E+01,-5.27E+01,1
5.76E+01,5.76E+01,-6.29E+01,-1
-1.75E+02,-1.75E+02,3.59E+02,1
6.05E+00,6.05E+00,-1.71E+02,1
-4.75E+01,-4.75E+01,5.74E+00,1
9.74E+00,9.74E+00,-8.01E+00,0
4.79E+01,4.79E+01,-1.48E+01,0
4.23E+01,4.23E+01,-8.26E+01,-1
3.96E+01,3.96E+01,-1.31E+02,1
2.72E+01,2.72E+01,-4.83E+00,1
-1.98E+02,-1.98E+02,2.90E+02,-1
4.52E+01,4.52E+01,3.12E+00,-1
-2.65E+02,-2.65E+02,5.04E+02,-1
-2.76E-01,-2.76E-01,9.17E+00,1
-2.17E+02,-2.17E+02,7.01E+02,-1
1.11E+01,1.11E+01,-5.20E+01,-1
1.46E+00,1.46E+00,6.64E+00,0
-1.16E+01,-1.16E+01,-3.77E+00,1
-6.42E+01,-6.42E+01,1.03E+02,-1
9.72E+00,9.72E+00,2.43E+01,1
4.62E+00,4.62E+00,-3.22E+00,0
-1.34E+01,-1.34E+01,1.01E+00,0
-1.62E+01,-1.62E+01,-4.96E+01,-1
1.88E+00,1.88E+00,1.93E+02,-1
-3.76E+02,-3.76E+02,8.11E+02,-1
1.61E+01,1.61E+01,-2.63E+01,0
-5.49E+01,-5.49E+01,1.72E+02,-1
-1.99E+02,-1.99E+02,4.06E+02,-1
-6.63E+00,-6.63E+00,5.50E+00,1
-3.06E+01,-3.06E+01,-2.76E+01,1
-1.15E+02,-1.15E+02,1.76E+02,-1
-3.70E+02,-3.70E+02,7.44E+02,-1
2.07E+01,2.07E+01,2.23E+01,1
-5.09E+01,-5.09E+01,1.27E+01,0
-2.98E+01,-2.98E+01,-8.26E+00,1
-9.55E+01,-9.55E+01,2.30E+02,-1
-4.04E+01,-4.04E+01,1.27E+01,1
-1.76E+00,-1.76E+00,-8.53E+00,0
-5.51E+00,-5.51E+00,1.28E+01,0
-9.07E+01,-9.07E+01,1.85E+01,1
2.71E+01,2.71E+01,-8.39E+00,0
-3.30E+00,-3.30E+00,-4.96E+00,0
1.29E+01,1.29E+01,1.91E+01,0
-1.25E+02,-1.25E+02,2.39E+02,1
1.78E+01,1.78E+01,-2.25E+01,0
3.14E+01,3.14E+01,1.99E+01,-1
1.66E+02,1.66E+02,-4.02E+02,1
